storm_id,g_scale,kp_index,bz_nt,wind_speed_km_s,cme_speed_km_s,cme_width_deg,r_scale,geomag_lat_bin,local_time_bin,target_gps_error,target_hf_prob
storm_001,0,4.2,2.0,716.8,1578.4,133.9,0,1,1,1.04,0.372
storm_001,0,3.9,1.1,762.6,1578.4,133.9,0,1,1,0.54,0.231
storm_001,0,3.1,0.5,742.1,1578.4,133.9,0,1,1,0.02,0.285
storm_001,0,3.4,5.9,749.8,1578.4,133.9,0,1,1,0.13,0.429
storm_001,0,3.6,3.9,727.5,1578.4,133.9,0,1,1,0.33,0.352
storm_001,0,3.7,3.2,739.4,1578.4,133.9,0,1,1,0.37,0.463
storm_001,0,3.0,-0.9,789.8,1578.4,133.9,0,1,1,0.09,0.38
storm_001,0,3.8,2.6,734.7,1578.4,133.9,0,1,1,0.43,0.359
storm_001,0,4.1,1.6,754.3,1578.4,133.9,0,1,1,0.87,0.418
storm_001,0,4.0,1.3,759.7,1578.4,133.9,0,1,1,0.73,0.439
storm_001,0,3.9,3.2,746.7,1578.4,133.9,0,1,1,0.72,0.367
storm_001,0,3.9,2.5,743.1,1578.4,133.9,0,1,1,0.67,0.437
storm_001,0,4.0,3.0,773.3,1578.4,133.9,0,1,1,0.82,0.387
storm_001,0,3.8,3.2,744.5,1578.4,133.9,0,1,1,0.5,0.349
storm_001,0,4.7,0.5,727.0,1578.4,133.9,0,1,1,2.03,0.474
storm_001,0,3.9,2.9,759.7,1578.4,133.9,0,1,1,0.59,0.401
storm_001,0,3.3,2.7,766.7,1578.4,133.9,0,1,1,0.07,0.349
storm_001,0,3.8,1.3,735.9,1578.4,133.9,0,1,1,0.54,0.404
storm_001,0,3.4,3.4,737.7,1578.4,133.9,0,1,1,0.11,0.299
storm_001,0,3.3,3.6,742.9,1578.4,133.9,0,1,1,0.08,0.407
storm_001,0,3.6,1.0,746.8,1578.4,133.9,0,1,1,0.25,0.363
storm_001,0,3.8,4.0,730.6,1578.4,133.9,0,1,1,0.55,0.384
storm_001,0,3.8,2.2,761.0,1578.4,133.9,0,1,1,0.53,0.392
storm_001,0,3.7,3.0,731.7,1578.4,133.9,0,1,1,0.38,0.457
storm_001,0,4.1,1.4,790.2,1578.4,133.9,0,1,1,0.94,0.415
storm_001,0,4.7,1.3,731.0,1578.4,133.9,0,1,1,1.8,0.33
storm_001,0,3.4,3.3,732.0,1578.4,133.9,0,1,1,0.13,0.462
storm_001,0,4.1,1.2,735.6,1578.4,133.9,0,1,1,0.91,0.34
storm_001,0,4.6,2.0,770.7,1578.4,133.9,0,1,1,1.3,0.495
storm_001,0,3.6,-0.2,771.9,1578.4,133.9,0,1,1,0.27,0.379
storm_001,0,3.7,4.2,738.1,1578.4,133.9,0,1,1,0.3,0.376
storm_001,0,3.7,4.4,757.4,1578.4,133.9,0,1,1,0.33,0.308
storm_001,0,4.3,1.5,753.8,1578.4,133.9,0,1,1,1.28,0.42
storm_002,1,5.1,4.5,705.6,1618.7,58.8,2,0,1,1.88,0.694
storm_002,0,4.5,3.8,686.5,1618.7,58.8,2,0,1,1.53,0.73
storm_002,2,6.4,-1.0,664.2,1618.7,58.8,2,0,1,5.56,0.837
storm_002,1,5.5,2.2,650.5,1618.7,58.8,2,0,1,2.86,0.81
storm_002,1,5.7,1.3,673.1,1618.7,58.8,2,0,1,3.37,0.784
storm_002,2,6.0,3.4,672.1,1618.7,58.8,2,0,1,4.3,0.762
storm_002,1,5.5,1.3,671.1,1618.7,58.8,2,0,1,2.82,0.873
storm_002,1,5.6,2.8,677.9,1618.7,58.8,2,0,1,3.33,0.767
storm_002,1,5.9,1.3,707.0,1618.7,58.8,2,0,1,3.85,0.779
storm_002,0,4.4,5.1,661.5,1618.7,58.8,2,0,1,1.32,0.707
storm_002,1,5.8,8.5,698.1,1618.7,58.8,2,0,1,4.49,0.786
storm_002,1,5.1,2.8,659.7,1618.7,58.8,2,0,1,2.12,0.682
storm_002,1,5.2,5.8,670.2,1618.7,58.8,2,0,1,2.84,0.761
storm_002,2,6.3,0.7,693.4,1618.7,58.8,2,0,1,6.07,0.841
storm_002,1,5.0,0.6,688.0,1618.7,58.8,2,0,1,1.91,0.798
storm_002,2,6.5,3.5,663.9,1618.7,58.8,2,0,1,5.52,0.801
storm_002,1,5.3,2.5,674.6,1618.7,58.8,2,0,1,2.45,0.776
storm_002,1,5.5,0.6,687.1,1618.7,58.8,2,0,1,3.08,0.814
storm_002,1,5.8,2.6,672.3,1618.7,58.8,2,0,1,4.24,0.707
storm_002,1,5.8,3.5,678.6,1618.7,58.8,2,0,1,3.69,0.701
storm_002,0,4.7,2.9,692.8,1618.7,58.8,2,0,1,1.52,0.769
storm_002,0,4.7,-0.0,690.5,1618.7,58.8,2,0,1,1.54,0.738
storm_002,1,5.1,4.4,684.2,1618.7,58.8,2,0,1,2.25,0.798
storm_002,0,5.0,5.3,702.4,1618.7,58.8,2,0,1,1.6,0.709
storm_002,1,5.8,3.1,687.8,1618.7,58.8,2,0,1,3.8,0.796
storm_002,1,5.5,2.9,715.2,1618.7,58.8,2,0,1,3.26,0.753
storm_002,1,5.3,3.2,683.2,1618.7,58.8,2,0,1,2.66,0.78
storm_002,2,6.6,1.7,709.3,1618.7,58.8,2,0,1,6.9,0.809
storm_002,0,4.5,-1.4,671.7,1618.7,58.8,2,0,1,1.41,0.727
storm_002,2,6.4,1.9,698.4,1618.7,58.8,2,0,1,6.02,0.709
storm_002,1,5.7,-0.6,707.3,1618.7,58.8,2,0,1,4.09,0.8
storm_002,1,5.3,6.9,704.5,1618.7,58.8,2,0,1,2.91,0.78
storm_002,1,5.3,4.0,674.9,1618.7,58.8,2,0,1,2.57,0.77
storm_002,1,5.3,3.0,701.4,1618.7,58.8,2,0,1,3.08,0.74
storm_002,1,5.4,1.5,672.3,1618.7,58.8,2,0,1,3.13,0.809
storm_002,1,5.1,5.1,709.2,1618.7,58.8,2,0,1,2.42,0.848
storm_002,1,5.2,-1.2,667.0,1618.7,58.8,2,0,1,2.98,0.791
storm_002,1,5.5,0.1,697.5,1618.7,58.8,2,0,1,4.06,0.783
storm_002,1,5.6,3.3,706.4,1618.7,58.8,2,0,1,3.54,0.741
storm_002,1,5.8,5.1,729.5,1618.7,58.8,2,0,1,4.53,0.764
storm_003,0,1.0,5.2,332.8,498.4,272.3,0,0,1,0.0,0.186
storm_003,0,1.0,6.9,359.2,498.4,272.3,0,0,1,0.0,0.175
storm_003,0,1.0,-1.9,360.5,498.4,272.3,0,0,1,0.19,0.238
storm_003,0,1.4,5.8,402.9,498.4,272.3,0,0,1,0.0,0.214
storm_003,0,2.3,3.6,367.1,498.4,272.3,0,0,1,0.0,0.326
storm_003,0,1.0,2.4,354.4,498.4,272.3,0,0,1,0.0,0.223
storm_003,0,1.0,3.0,368.1,498.4,272.3,0,0,1,0.0,0.117
storm_003,0,1.6,-0.6,390.8,498.4,272.3,0,0,1,0.06,0.26
storm_003,0,1.0,1.3,350.4,498.4,272.3,0,0,1,0.0,0.297
storm_003,0,1.7,1.3,380.4,498.4,272.3,0,0,1,0.0,0.308
storm_003,0,1.0,3.1,380.2,498.4,272.3,0,0,1,0.0,0.286
storm_003,0,1.3,5.9,358.7,498.4,272.3,0,0,1,0.0,0.293
storm_003,0,1.3,4.2,359.7,498.4,272.3,0,0,1,0.0,0.313
storm_003,0,1.0,5.6,355.5,498.4,272.3,0,0,1,0.0,0.18
storm_003,0,1.0,1.0,378.0,498.4,272.3,0,0,1,0.0,0.146
storm_003,0,1.9,3.3,370.1,498.4,272.3,0,0,1,0.0,0.314
storm_003,0,1.0,3.8,388.0,498.4,272.3,0,0,1,0.0,0.232
storm_003,0,1.0,0.1,372.1,498.4,272.3,0,0,1,0.0,0.287
storm_003,0,1.1,3.6,362.2,498.4,272.3,0,0,1,0.0,0.229
storm_003,0,1.0,1.6,369.8,498.4,272.3,0,0,1,0.0,0.165
storm_003,0,1.5,4.0,375.4,498.4,272.3,0,0,1,0.0,0.361
storm_003,0,1.5,1.0,329.1,498.4,272.3,0,0,1,0.0,0.278
storm_003,0,1.3,3.9,351.4,498.4,272.3,0,0,1,0.0,0.234
storm_003,0,1.0,0.8,347.5,498.4,272.3,0,0,1,0.0,0.303
storm_003,0,1.0,4.5,418.6,498.4,272.3,0,0,1,0.0,0.207
storm_003,0,1.4,3.8,354.4,498.4,272.3,0,0,1,0.0,0.264
storm_003,0,1.6,3.5,351.9,498.4,272.3,0,0,1,0.0,0.249
storm_003,0,1.9,2.4,380.1,498.4,272.3,0,0,1,0.0,0.346
storm_003,0,1.3,2.1,334.5,498.4,272.3,0,0,1,0.0,0.263
storm_003,0,1.3,0.9,369.5,498.4,272.3,0,0,1,0.0,0.298
storm_003,0,1.3,5.2,387.5,498.4,272.3,0,0,1,0.0,0.262
storm_003,0,1.0,3.9,374.5,498.4,272.3,0,0,1,0.0,0.186
storm_003,0,1.0,3.5,387.0,498.4,272.3,0,0,1,0.0,0.251
storm_003,0,1.0,2.5,384.7,498.4,272.3,0,0,1,0.0,0.229
storm_003,0,1.0,4.0,359.7,498.4,272.3,0,0,1,0.0,0.313
storm_003,0,1.0,2.7,362.2,498.4,272.3,0,0,1,0.0,0.26
storm_003,0,1.5,4.1,336.2,498.4,272.3,0,0,1,0.0,0.281
storm_003,0,1.6,6.4,355.6,498.4,272.3,0,0,1,0.0,0.26
storm_003,0,1.0,6.7,395.0,498.4,272.3,0,0,1,0.0,0.229
storm_003,0,1.0,1.7,339.0,498.4,272.3,0,0,1,0.0,0.212
storm_004,0,1.9,-2.0,489.7,715.2,110.1,3,2,1,0.21,0.758
storm_004,0,3.7,-3.4,469.3,715.2,110.1,3,2,1,0.52,0.805
storm_004,0,2.1,0.5,505.8,715.2,110.1,3,2,1,0.0,0.714
storm_004,0,2.7,-1.0,471.0,715.2,110.1,3,2,1,0.11,0.708
storm_004,0,3.2,-3.5,518.0,715.2,110.1,3,2,1,0.37,0.825
storm_004,0,2.6,1.7,495.2,715.2,110.1,3,2,1,0.0,0.74
storm_004,0,1.7,-2.4,467.4,715.2,110.1,3,2,1,0.28,0.711
storm_004,0,2.5,0.1,481.7,715.2,110.1,3,2,1,0.0,0.751
storm_004,0,2.2,-1.0,502.9,715.2,110.1,3,2,1,0.11,0.789
storm_004,0,2.3,-0.1,493.9,715.2,110.1,3,2,1,0.01,0.788
storm_004,0,3.0,0.4,505.4,715.2,110.1,3,2,1,0.0,0.79
storm_004,0,2.5,-3.9,506.2,715.2,110.1,3,2,1,0.41,0.756
storm_004,0,2.4,-1.9,507.6,715.2,110.1,3,2,1,0.19,0.704
storm_004,0,2.8,2.0,495.0,715.2,110.1,3,2,1,0.0,0.801
storm_004,0,2.6,-2.5,513.6,715.2,110.1,3,2,1,0.26,0.808
storm_004,0,2.5,-1.9,473.1,715.2,110.1,3,2,1,0.21,0.725
storm_004,0,2.5,0.1,468.0,715.2,110.1,3,2,1,0.0,0.747
storm_004,0,2.6,-2.4,513.4,715.2,110.1,3,2,1,0.23,0.875
storm_004,0,1.7,-1.4,438.1,715.2,110.1,3,2,1,0.14,0.684
storm_004,0,2.8,-3.4,486.9,715.2,110.1,3,2,1,0.3,0.833
storm_004,0,2.8,1.4,480.1,715.2,110.1,3,2,1,0.0,0.712
storm_004,0,2.1,-1.8,481.1,715.2,110.1,3,2,1,0.18,0.772
storm_004,0,1.8,-2.5,510.9,715.2,110.1,3,2,1,0.28,0.758
storm_004,0,2.7,-1.4,493.4,715.2,110.1,3,2,1,0.15,0.85
storm_004,0,2.5,-2.5,496.2,715.2,110.1,3,2,1,0.29,0.743
storm_004,0,3.3,-5.2,481.2,715.2,110.1,3,2,1,0.59,0.783
storm_004,0,2.9,-3.2,469.0,715.2,110.1,3,2,1,0.26,0.77
storm_004,0,1.2,-0.8,450.4,715.2,110.1,3,2,1,0.09,0.732
storm_004,0,1.9,-2.3,481.1,715.2,110.1,3,2,1,0.21,0.823
storm_004,0,2.9,-2.3,477.6,715.2,110.1,3,2,1,0.23,0.692
storm_004,0,2.3,-4.3,468.4,715.2,110.1,3,2,1,0.42,0.855
storm_004,0,2.8,-1.2,470.6,715.2,110.1,3,2,1,0.13,0.834
storm_004,0,2.5,-0.9,469.1,715.2,110.1,3,2,1,0.1,0.818
storm_004,0,2.8,-3.4,503.0,715.2,110.1,3,2,1,0.38,0.797
storm_004,0,3.5,1.2,468.3,715.2,110.1,3,2,1,0.12,0.791
storm_004,0,2.2,-1.5,475.6,715.2,110.1,3,2,1,0.15,0.731
storm_004,0,2.4,1.1,524.9,715.2,110.1,3,2,1,0.0,0.773
storm_004,0,2.5,-4.4,494.3,715.2,110.1,3,2,1,0.42,0.691
storm_004,0,2.6,-3.3,495.0,715.2,110.1,3,2,1,0.38,0.72
storm_004,0,1.7,-0.2,486.5,715.2,110.1,3,2,1,0.03,0.712
storm_005,1,5.6,6.3,649.5,1035.4,168.0,1,0,0,1.49,0.361
storm_005,1,5.9,3.7,611.6,1035.4,168.0,1,0,0,2.19,0.411
storm_005,1,5.1,6.1,646.8,1035.4,168.0,1,0,0,1.45,0.372
storm_005,1,5.4,5.1,637.3,1035.4,168.0,1,0,0,1.64,0.403
storm_005,1,5.2,-0.3,661.9,1035.4,168.0,1,0,0,1.58,0.373
storm_005,0,4.8,5.0,660.8,1035.4,168.0,1,0,0,0.9,0.295
storm_005,0,4.8,7.4,672.3,1035.4,168.0,1,0,0,0.78,0.324
storm_005,0,4.5,5.4,631.1,1035.4,168.0,1,0,0,0.73,0.382
storm_005,0,5.0,3.3,699.6,1035.4,168.0,1,0,0,1.21,0.374
storm_005,1,5.2,4.2,639.1,1035.4,168.0,1,0,0,1.38,0.368
storm_005,0,4.8,6.9,696.1,1035.4,168.0,1,0,0,0.88,0.393
storm_005,1,5.4,-0.4,666.8,1035.4,168.0,1,0,0,1.66,0.317
storm_005,0,4.9,4.2,673.9,1035.4,168.0,1,0,0,0.89,0.37
storm_005,0,4.9,2.9,661.7,1035.4,168.0,1,0,0,1.1,0.371
storm_005,1,5.4,3.4,673.9,1035.4,168.0,1,0,0,1.5,0.43
storm_005,1,5.6,6.6,680.6,1035.4,168.0,1,0,0,1.59,0.408
storm_005,0,4.4,2.3,682.4,1035.4,168.0,1,0,0,0.6,0.341
storm_005,1,5.1,4.4,688.3,1035.4,168.0,1,0,0,1.15,0.441
storm_005,1,5.6,0.0,656.0,1035.4,168.0,1,0,0,1.63,0.364
storm_005,1,5.8,6.1,690.6,1035.4,168.0,1,0,0,1.62,0.494
storm_005,2,6.3,-1.3,686.0,1035.4,168.0,1,0,0,3.4,0.469
storm_005,1,5.1,0.9,672.8,1035.4,168.0,1,0,0,1.21,0.486
storm_005,1,5.5,3.2,665.0,1035.4,168.0,1,0,0,1.49,0.419
storm_005,0,4.4,-1.4,684.2,1035.4,168.0,1,0,0,0.79,0.419
storm_005,1,5.9,4.8,665.5,1035.4,168.0,1,0,0,2.09,0.385
storm_005,1,6.0,0.2,661.9,1035.4,168.0,1,0,0,2.16,0.428
storm_005,1,5.5,4.0,710.7,1035.4,168.0,1,0,0,1.63,0.546
storm_005,1,5.7,2.0,668.9,1035.4,168.0,1,0,0,1.97,0.432
storm_005,1,5.3,1.9,690.1,1035.4,168.0,1,0,0,1.45,0.461
storm_005,0,4.9,2.7,647.3,1035.4,168.0,1,0,0,0.95,0.452
storm_005,0,4.7,8.1,665.2,1035.4,168.0,1,0,0,0.88,0.415
storm_005,1,5.8,0.8,654.5,1035.4,168.0,1,0,0,2.06,0.454
storm_005,0,4.4,5.1,671.3,1035.4,168.0,1,0,0,0.54,0.393
storm_005,1,5.7,4.3,675.5,1035.4,168.0,1,0,0,1.81,0.377
storm_005,1,5.0,2.8,652.1,1035.4,168.0,1,0,0,1.22,0.334
storm_005,1,5.3,1.5,642.5,1035.4,168.0,1,0,0,1.49,0.355
storm_005,1,5.6,4.3,636.8,1035.4,168.0,1,0,0,1.48,0.399
storm_005,2,6.2,2.1,698.0,1035.4,168.0,1,0,0,2.62,0.519
storm_005,1,5.6,1.5,658.3,1035.4,168.0,1,0,0,1.87,0.485
storm_005,2,6.1,0.5,630.1,1035.4,168.0,1,0,0,2.68,0.377
storm_006,0,5.0,-9.8,716.1,0.0,0.0,1,0,1,2.33,0.619
storm_006,1,5.4,-6.3,690.4,0.0,0.0,1,0,1,2.09,0.647
storm_006,1,5.3,-10.3,694.9,0.0,0.0,1,0,1,2.33,0.569
storm_006,1,5.4,-5.2,716.3,0.0,0.0,1,0,1,2.07,0.564
storm_006,1,5.6,-7.1,715.8,0.0,0.0,1,0,1,2.93,0.649
storm_006,1,5.8,-7.2,685.4,0.0,0.0,1,0,1,2.64,0.678
storm_006,2,6.2,-10.1,675.8,0.0,0.0,1,0,1,2.84,0.687
storm_006,1,5.2,-6.6,648.5,0.0,0.0,1,0,1,2.37,0.609
storm_006,2,6.2,-7.6,693.2,0.0,0.0,1,0,1,3.44,0.644
storm_006,1,5.9,-8.8,698.0,0.0,0.0,1,0,1,3.18,0.635
storm_006,1,5.4,-9.2,702.3,0.0,0.0,1,0,1,2.35,0.618
storm_006,2,6.3,-7.5,701.1,0.0,0.0,1,0,1,3.58,0.734
storm_006,2,6.0,-10.1,691.8,0.0,0.0,1,0,1,2.86,0.636
storm_006,1,5.4,-7.3,687.8,0.0,0.0,1,0,1,2.35,0.619
storm_006,1,6.0,-11.4,692.8,0.0,0.0,1,0,1,2.98,0.642
storm_006,1,5.1,-4.4,703.6,0.0,0.0,1,0,1,1.82,0.596
storm_006,2,6.5,-8.1,694.5,0.0,0.0,1,0,1,3.44,0.66
storm_006,1,5.6,-7.1,695.0,0.0,0.0,1,0,1,2.33,0.65
storm_006,2,6.3,-10.4,710.5,0.0,0.0,1,0,1,2.73,0.714
storm_006,1,5.1,-9.8,687.1,0.0,0.0,1,0,1,1.71,0.63
storm_006,2,6.1,-12.6,680.0,0.0,0.0,1,0,1,3.4,0.676
storm_006,1,5.0,-7.5,695.2,0.0,0.0,1,0,1,1.9,0.606
storm_006,1,5.3,-7.7,715.5,0.0,0.0,1,0,1,2.07,0.566
storm_006,1,5.5,-7.8,673.9,0.0,0.0,1,0,1,2.77,0.558
storm_006,0,4.9,-7.8,721.0,0.0,0.0,1,0,1,1.66,0.649
storm_006,1,5.4,-6.1,728.1,0.0,0.0,1,0,1,2.0,0.73
storm_006,1,5.4,-6.8,706.4,0.0,0.0,1,0,1,2.47,0.7
storm_006,1,5.8,-6.5,676.5,0.0,0.0,1,0,1,2.35,0.739
storm_006,1,5.8,-7.1,684.3,0.0,0.0,1,0,1,2.28,0.592
storm_006,2,6.3,-9.5,678.4,0.0,0.0,1,0,1,3.78,0.727
storm_006,2,6.1,-8.9,711.5,0.0,0.0,1,0,1,2.75,0.73
storm_006,1,5.6,-4.8,686.5,0.0,0.0,1,0,1,2.25,0.652
storm_006,2,6.8,-5.6,678.7,0.0,0.0,1,0,1,3.94,0.705
storm_006,2,6.5,-6.3,701.7,0.0,0.0,1,0,1,3.89,0.657
storm_006,1,5.3,-11.4,670.7,0.0,0.0,1,0,1,3.02,0.561
storm_006,1,5.6,-6.8,686.0,0.0,0.0,1,0,1,2.59,0.675
storm_006,1,5.5,-6.9,688.2,0.0,0.0,1,0,1,2.14,0.703
storm_006,1,6.0,-6.1,706.3,0.0,0.0,1,0,1,3.09,0.659
storm_006,1,5.1,-8.7,699.6,0.0,0.0,1,0,1,1.91,0.634
storm_006,2,6.4,-6.8,692.0,0.0,0.0,1,0,1,3.92,0.68
storm_007,4,8.4,-5.7,1016.4,2068.9,157.4,0,0,1,17.97,0.649
storm_007,5,9.0,-6.4,1028.5,2068.9,157.4,0,0,1,24.13,0.71
storm_007,4,8.7,-4.0,1017.9,2068.9,157.4,0,0,1,19.21,0.667
storm_007,4,8.9,-5.8,1029.0,2068.9,157.4,0,0,1,21.64,0.683
storm_007,4,8.8,-4.8,1055.1,2068.9,157.4,0,0,1,22.19,0.687
storm_007,4,8.3,-7.1,985.4,2068.9,157.4,0,0,1,20.97,0.587
storm_007,5,9.0,-3.6,1009.3,2068.9,157.4,0,0,1,26.34,0.75
storm_007,5,9.0,-2.0,1044.7,2068.9,157.4,0,0,1,24.0,0.689
storm_007,4,8.7,-4.0,1004.2,2068.9,157.4,0,0,1,20.68,0.614
storm_007,5,9.0,-3.8,1039.7,2068.9,157.4,0,0,1,26.22,0.593
storm_007,4,8.9,-7.7,1006.2,2068.9,157.4,0,0,1,22.4,0.639
storm_007,5,9.0,-6.1,1033.2,2068.9,157.4,0,0,1,27.34,0.711
storm_007,5,9.0,-5.9,1016.0,2068.9,157.4,0,0,1,22.19,0.704
storm_007,5,9.0,-5.0,1051.4,2068.9,157.4,0,0,1,20.39,0.657
storm_007,4,8.1,-4.3,1027.0,2068.9,157.4,0,0,1,16.48,0.526
storm_007,5,9.0,-6.4,1009.9,2068.9,157.4,0,0,1,16.46,0.649
storm_007,5,9.0,-4.9,1053.8,2068.9,157.4,0,0,1,21.57,0.673
storm_007,4,8.5,-2.5,1026.6,2068.9,157.4,0,0,1,21.84,0.62
storm_007,4,8.9,-5.7,1003.0,2068.9,157.4,0,0,1,21.84,0.663
storm_007,5,9.0,-1.0,1004.5,2068.9,157.4,0,0,1,21.95,0.649
storm_007,4,8.6,-2.2,972.1,2068.9,157.4,0,0,1,21.72,0.617
storm_007,5,9.0,-7.1,1030.9,2068.9,157.4,0,0,1,21.95,0.69
storm_007,4,8.4,-6.7,1026.4,2068.9,157.4,0,0,1,19.97,0.617
storm_007,4,8.2,-5.5,1043.9,2068.9,157.4,0,0,1,16.41,0.62
storm_007,5,9.0,-3.9,1000.3,2068.9,157.4,0,0,1,23.83,0.685
storm_007,5,9.0,-5.7,1013.2,2068.9,157.4,0,0,1,23.22,0.596
storm_007,3,7.5,-2.2,1029.3,2068.9,157.4,0,0,1,10.55,0.526
storm_007,5,9.0,-4.0,1061.7,2068.9,157.4,0,0,1,21.19,0.641
storm_007,5,9.0,-5.6,1007.6,2068.9,157.4,0,0,1,21.91,0.602
storm_007,5,9.0,-3.4,1053.1,2068.9,157.4,0,0,1,22.22,0.635
storm_007,4,8.2,-4.2,1038.2,2068.9,157.4,0,0,1,17.56,0.771
storm_007,5,9.0,-4.9,1005.5,2068.9,157.4,0,0,1,25.58,0.656
storm_007,4,8.3,-5.3,1039.0,2068.9,157.4,0,0,1,21.83,0.668
storm_007,4,8.8,-3.9,1046.2,2068.9,157.4,0,0,1,23.18,0.663
storm_007,4,8.6,-2.0,1007.7,2068.9,157.4,0,0,1,19.22,0.609
storm_007,4,8.5,0.1,1029.0,2068.9,157.4,0,0,1,17.28,0.627
storm_007,5,9.0,-3.1,1019.0,2068.9,157.4,0,0,1,20.35,0.671
storm_007,4,8.9,-1.6,1040.3,2068.9,157.4,0,0,1,27.69,0.674
storm_007,5,9.0,-4.7,1024.5,2068.9,157.4,0,0,1,23.71,0.635
storm_007,5,9.0,-6.0,1046.9,2068.9,157.4,0,0,1,25.69,0.716
storm_008,0,2.6,2.3,447.1,744.1,10.0,0,0,0,0.0,0.111
storm_008,0,2.9,6.1,485.3,744.1,10.0,0,0,0,0.0,0.165
storm_008,0,2.3,4.8,436.8,744.1,10.0,0,0,0,0.0,0.173
storm_008,0,2.0,4.7,458.9,744.1,10.0,0,0,0,0.0,0.132
storm_008,0,2.0,1.4,472.3,744.1,10.0,0,0,0,0.0,0.199
storm_008,0,1.8,5.2,441.4,744.1,10.0,0,0,0,0.0,0.106
storm_008,0,2.5,6.4,467.6,744.1,10.0,0,0,0,0.0,0.114
storm_008,0,2.6,3.9,492.9,744.1,10.0,0,0,0,0.0,0.186
